file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Broom Sweeps_cap_3.wav,N/A,N/A,"Air comes out of a valve initially in short spurts, then continuously with varying speed.",N/A,N/A
Broom Sweeps_cap_4.wav,N/A,N/A,N/A,"Air sprays in short bursts, and then at a continuous rate at varying levels of pressure.",N/A
Broom Sweeps_cap_5.wav,N/A,N/A,N/A,N/A,A powerful air hose blows trash and leaves into a pile.
14.12.2011.003.wav,The heavy engine of a vehicle speeds up while something is dragged.,An airplane passes by as a structure rumbles.,people are moving around while vehicles drive on the street.,"A vehicle with a heavy engine travels by, and the engine speeds up while something is dragged.",The dump truck beeps is warning for reverse before rumbling away.
14.12.2011.003_cap_1.wav,The heavy engine of a vehicle speeds up while something is dragged.,N/A,N/A,N/A,N/A
14.12.2011.003_cap_2.wav,N/A,An airplane passes by as a structure rumbles.,N/A,N/A,N/A
14.12.2011.003_cap_3.wav,N/A,N/A,people are moving around while vehicles drive on the street.,N/A,N/A
14.12.2011.003_cap_4.wav,N/A,N/A,N/A,"A vehicle with a heavy engine travels by, and the engine speeds up while something is dragged.",N/A
14.12.2011.003_cap_5.wav,N/A,N/A,N/A,N/A,The dump truck beeps is warning for reverse before rumbling away.
hallo-market.wav,A bell rings intermittently as several people chat.,Multiple women spoke while hand bells are rang throughout.,People talk as a bell rings and vehicles drive past.,Individuals talk as a chime rings and vehicles drive past,"A number of persons are talking excitedly by the roadside, and vehicles move along."
hallo-market_cap_1.wav,A bell rings intermittently as several people chat.,N/A,N/A,N/A,N/A
hallo-market_cap_2.wav,N/A,Multiple women spoke while hand bells are rang throughout.,N/A,N/A,N/A
hallo-market_cap_3.wav,N/A,N/A,People talk as a bell rings and vehicles drive past.,N/A,N/A
hallo-market_cap_4.wav,N/A,N/A,N/A,Individuals talk as a chime rings and vehicles drive past,N/A
hallo-market_cap_5.wav,N/A,N/A,N/A,N/A,"A number of persons are talking excitedly by the roadside, and vehicles move along."
20110719 kijjaz - Small House Contruction Site in Bangkok.wav,A person uses a very loud vacuum cleaner on a floor while a woman talks in the background.,A motor operates a saw that cuts off parts of wood.,"A machine engine is powered, accelerates and rumbles.",Machines buzz in the foreground and a whistling commotion is out of sight.,A very loud vacuum cleaner is cleaning the floor while a woman is talking in the background.
20110719 kijjaz - Small House Contruction Site in Bangkok_cap_1.wav,A person uses a very loud vacuum cleaner on a floor while a woman talks in the background.,N/A,N/A,N/A,N/A
20110719 kijjaz - Small House Contruction Site in Bangkok_cap_2.wav,N/A,A motor operates a saw that cuts off parts of wood.,N/A,N/A,N/A
20110719 kijjaz - Small House Contruction Site in Bangkok_cap_3.wav,N/A,N/A,"A machine engine is powered, accelerates and rumbles.",N/A,N/A
20110719 kijjaz - Small House Contruction Site in Bangkok_cap_4.wav,N/A,N/A,N/A,Machines buzz in the foreground and a whistling commotion is out of sight.,N/A
20110719 kijjaz - Small House Contruction Site in Bangkok_cap_5.wav,N/A,N/A,N/A,N/A,A very loud vacuum cleaner is cleaning the floor while a woman is talking in the background.
"Refrigerator, fridge, open interior bottle movement, rummage.wav",a person opening a cooler and loading it with bottles.,A person puts away dishes by placing them into a cabinet.,A person is opening a cooler and loading it with bottles.,"Different metal tools are put out onto a table, clinking against one another.",A car door pops open and someone takes out glass bottles.
"Refrigerator, fridge, open interior bottle movement, rummage_cap_1.wav",a person opening a cooler and loading it with bottles.,N/A,N/A,N/A,N/A
"Refrigerator, fridge, open interior bottle movement, rummage_cap_2.wav",N/A,A person puts away dishes by placing them into a cabinet.,N/A,N/A,N/A
"Refrigerator, fridge, open interior bottle movement, rummage_cap_3.wav",N/A,N/A,A person is opening a cooler and loading it with bottles.,N/A,N/A
"Refrigerator, fridge, open interior bottle movement, rummage_cap_4.wav",N/A,N/A,N/A,"Different metal tools are put out onto a table, clinking against one another.",N/A
"Refrigerator, fridge, open interior bottle movement, rummage_cap_5.wav",N/A,N/A,N/A,N/A,A car door pops open and someone takes out glass bottles.
Chain pick up from &amp; drop on carpet.wav,Loose change is tossed into a pile of other coins.,Beads are being knocked together and becomes louder as times goes on.,Metal coins are being dropped into a pile at different rates.,Beads are being knocked together and becomes louder at times goes on.,Metal coins are dropped into a pile at differing rates.
Chain pick up from &amp; drop on carpet_cap_1.wav,Loose change is tossed into a pile of other coins.,N/A,N/A,N/A,N/A
Chain pick up from &amp; drop on carpet_cap_2.wav,N/A,Beads are being knocked together and becomes louder as times goes on.,N/A,N/A,N/A
Chain pick up from &amp; drop on carpet_cap_3.wav,N/A,N/A,Metal coins are being dropped into a pile at different rates.,N/A,N/A
Chain pick up from &amp; drop on carpet_cap_4.wav,N/A,N/A,N/A,Beads are being knocked together and becomes louder at times goes on.,N/A
Chain pick up from &amp; drop on carpet_cap_5.wav,N/A,N/A,N/A,N/A,Metal coins are dropped into a pile at differing rates.
CapExpress Fast w Horn - Mixdown.wav,A train honks its horn and  proceeds to pass by on the tracks at a high rate of speed.,A high speed rail train whizzes past and fades into the distance.,A train horn honks before a train and a few cars racing by at a high speed.,The horn blasts twice before the train rushes at high speed.,Two blasts of a train whistle are followed by the clicking and clacking of a train passing by.
CapExpress Fast w Horn - Mixdown_cap_1.wav,A train honks its horn and  proceeds to pass by on the tracks at a high rate of speed.,N/A,N/A,N/A,N/A
CapExpress Fast w Horn - Mixdown_cap_2.wav,N/A,A high speed rail train whizzes past and fades into the distance.,N/A,N/A,N/A
CapExpress Fast w Horn - Mixdown_cap_3.wav,N/A,N/A,A train horn honks before a train and a few cars racing by at a high speed.,N/A,N/A
CapExpress Fast w Horn - Mixdown_cap_4.wav,N/A,N/A,N/A,The horn blasts twice before the train rushes at high speed.,N/A
CapExpress Fast w Horn - Mixdown_cap_5.wav,N/A,N/A,N/A,N/A,Two blasts of a train whistle are followed by the clicking and clacking of a train passing by.
grandfather&#39;s clock.wav,A bell dings repeatedly and then stops as the last ding dies out.,A bell dings repeatedly and then stops as the last ding is dying.,A ringing bell chimes in a creepy way before slowly fading away.,A large bell repeatedly plays two notes until it stops and lets the sound ring out.,A big bell plays two notes constantly until it fades away.
grandfather&#39;s clock_cap_1.wav,A bell dings repeatedly and then stops as the last ding dies out.,N/A,N/A,N/A,N/A
grandfather&#39;s clock_cap_2.wav,N/A,A bell dings repeatedly and then stops as the last ding is dying.,N/A,N/A,N/A
grandfather&#39;s clock_cap_3.wav,N/A,N/A,A ringing bell chimes in a creepy way before slowly fading away.,N/A,N/A
grandfather&#39;s clock_cap_4.wav,N/A,N/A,N/A,A large bell repeatedly plays two notes until it stops and lets the sound ring out.,N/A
grandfather&#39;s clock_cap_5.wav,N/A,N/A,N/A,N/A,A big bell plays two notes constantly until it fades away.
Pestle and mortar - Stone.wav,"Someone is eating something crunchy, biting loudly, then some loud biting in a chopping way and finally some popping noise.",Two rocks are repeatedly struck and ground together.,A person is tapping wooden objects together and then tapping an open surface.,Cement and a grinding tool grinds as they are dumped.,Someone is cleaning a bowl in a circular motion with a brush.
Pestle and mortar - Stone_cap_1.wav,"Someone is eating something crunchy, biting loudly, then some loud biting in a chopping way and finally some popping noise.",N/A,N/A,N/A,N/A
Pestle and mortar - Stone_cap_2.wav,N/A,Two rocks are repeatedly struck and ground together.,N/A,N/A,N/A
Pestle and mortar - Stone_cap_3.wav,N/A,N/A,A person is tapping wooden objects together and then tapping an open surface.,N/A,N/A
Pestle and mortar - Stone_cap_4.wav,N/A,N/A,N/A,Cement and a grinding tool grinds as they are dumped.,N/A
Pestle and mortar - Stone_cap_5.wav,N/A,N/A,N/A,N/A,Someone is cleaning a bowl in a circular motion with a brush.
WindDec14th20154AM.wav,The waves roll in and out on the beach while the wind blows.,a strong wind rustling the trees and leaves outside.,waves roll in and out on the beach while the wind blows.,Wind was roaring and swirling with a few pops from water.,Wind is roaring and swirling with a few pops from water.
WindDec14th20154AM_cap_1.wav,The waves roll in and out on the beach while the wind blows.,N/A,N/A,N/A,N/A
WindDec14th20154AM_cap_2.wav,N/A,a strong wind rustling the trees and leaves outside.,N/A,N/A,N/A
WindDec14th20154AM_cap_3.wav,N/A,N/A,waves roll in and out on the beach while the wind blows.,N/A,N/A
WindDec14th20154AM_cap_4.wav,N/A,N/A,N/A,Wind was roaring and swirling with a few pops from water.,N/A
WindDec14th20154AM_cap_5.wav,N/A,N/A,N/A,N/A,Wind is roaring and swirling with a few pops from water.
presidentspeech.wav,"A man is speaking continuously, but is mostly inaudible",A man is speaking to someone for several seconds.,A man is speaking to somebody for a few seconds.,The man is speaking through a telephone receiver and his words are distorted.,A man and women sing a song slowly together.
presidentspeech_cap_1.wav,"A man is speaking continuously, but is mostly inaudible",N/A,N/A,N/A,N/A
presidentspeech_cap_2.wav,N/A,A man is speaking to someone for several seconds.,N/A,N/A,N/A
presidentspeech_cap_3.wav,N/A,N/A,A man is speaking to somebody for a few seconds.,N/A,N/A
presidentspeech_cap_4.wav,N/A,N/A,N/A,The man is speaking through a telephone receiver and his words are distorted.,N/A
presidentspeech_cap_5.wav,N/A,N/A,N/A,N/A,A man and women sing a song slowly together.
20070619 161243 banjar geiten.wav,Goats bleat in the foreground while indistinct chatter of a few people and some footsteps occur in the background.,A sheep bleats as children talk and run around.,A goat is bleating again and again while individuals are talking.,Goats bleat nearby while people chatter and some footsteps occur in the background.,Sheep or goats are making noises with people softly talking in the background
20070619 161243 banjar geiten_cap_1.wav,Goats bleat in the foreground while indistinct chatter of a few people and some footsteps occur in the background.,N/A,N/A,N/A,N/A
20070619 161243 banjar geiten_cap_2.wav,N/A,A sheep bleats as children talk and run around.,N/A,N/A,N/A
20070619 161243 banjar geiten_cap_3.wav,N/A,N/A,A goat is bleating again and again while individuals are talking.,N/A,N/A
20070619 161243 banjar geiten_cap_4.wav,N/A,N/A,N/A,Goats bleat nearby while people chatter and some footsteps occur in the background.,N/A
20070619 161243 banjar geiten_cap_5.wav,N/A,N/A,N/A,N/A,Sheep or goats are making noises with people softly talking in the background
20081230.warblers.wav,"Birds chirping, clicking, a rooster crows once and chimes softly ringing.","Birds chirping, clicking, a rooster crowing, and soft chimes created a calmness.",Some birdsong with a rooster crowing and a soft bell melody playing in the background.,"As birds chirp repeatedly, wind chimes softly clang together and a rooster crows.",A type of wind chime rings out in the background while birds chirp and a chicken crows.
20081230.warblers_cap_1.wav,"Birds chirping, clicking, a rooster crows once and chimes softly ringing.",N/A,N/A,N/A,N/A
20081230.warblers_cap_2.wav,N/A,"Birds chirping, clicking, a rooster crowing, and soft chimes created a calmness.",N/A,N/A,N/A
20081230.warblers_cap_3.wav,N/A,N/A,Some birdsong with a rooster crowing and a soft bell melody playing in the background.,N/A,N/A
20081230.warblers_cap_4.wav,N/A,N/A,N/A,"As birds chirp repeatedly, wind chimes softly clang together and a rooster crows.",N/A
20081230.warblers_cap_5.wav,N/A,N/A,N/A,N/A,A type of wind chime rings out in the background while birds chirp and a chicken crows.
ps_fast_flighby_01.wav,"A large aircraft passes by overhead, creating a sonic boom.",A jet speeds by and flies off into the distance.,The loud engines of a plane pass by then fall quieter as it leaves the area.,"A large plane passes overhead, leaving a sonic boom behind it.",A jet flying by closely and eventually fading away in the distance.
ps_fast_flighby_01_cap_1.wav,"A large aircraft passes by overhead, creating a sonic boom.",N/A,N/A,N/A,N/A
ps_fast_flighby_01_cap_2.wav,N/A,A jet speeds by and flies off into the distance.,N/A,N/A,N/A
ps_fast_flighby_01_cap_3.wav,N/A,N/A,The loud engines of a plane pass by then fall quieter as it leaves the area.,N/A,N/A
ps_fast_flighby_01_cap_4.wav,N/A,N/A,N/A,"A large plane passes overhead, leaving a sonic boom behind it.",N/A
ps_fast_flighby_01_cap_5.wav,N/A,N/A,N/A,N/A,A jet flying by closely and eventually fading away in the distance.
Bristol Riots Shouting and Swearing.wav,a large group of people shouting and yelling over each other.,A large group of people are marching outside whistling and yelling,A large group of people chant and whistle as one person yells about stopping the commotion.,"A large group of people shout, chant and cause commotion around.",A group of people shouting and yelling loudly.
Bristol Riots Shouting and Swearing_cap_1.wav,a large group of people shouting and yelling over each other.,N/A,N/A,N/A,N/A
Bristol Riots Shouting and Swearing_cap_2.wav,N/A,A large group of people are marching outside whistling and yelling,N/A,N/A,N/A
Bristol Riots Shouting and Swearing_cap_3.wav,N/A,N/A,A large group of people chant and whistle as one person yells about stopping the commotion.,N/A,N/A
Bristol Riots Shouting and Swearing_cap_4.wav,N/A,N/A,N/A,"A large group of people shout, chant and cause commotion around.",N/A
Bristol Riots Shouting and Swearing_cap_5.wav,N/A,N/A,N/A,N/A,A group of people shouting and yelling loudly.
tata_hungary__smelly_well_1_20080718.wav,Slowly moving water flowing and dropping into a metal jar.,Water pours endlessly into a partially filled basin.,"From a bucket,  water is poured and swirls down a drain.",Water is poured from a bucket and swirls down a drain.,water pouring from the tap into a tub of water.
tata_hungary__smelly_well_1_20080718_cap_1.wav,Slowly moving water flowing and dropping into a metal jar.,N/A,N/A,N/A,N/A
tata_hungary__smelly_well_1_20080718_cap_2.wav,N/A,Water pours endlessly into a partially filled basin.,N/A,N/A,N/A
tata_hungary__smelly_well_1_20080718_cap_3.wav,N/A,N/A,"From a bucket,  water is poured and swirls down a drain.",N/A,N/A
tata_hungary__smelly_well_1_20080718_cap_4.wav,N/A,N/A,N/A,Water is poured from a bucket and swirls down a drain.,N/A
tata_hungary__smelly_well_1_20080718_cap_5.wav,N/A,N/A,N/A,N/A,water pouring from the tap into a tub of water.
snore snoring night ambient crickets bugs white noise.wav,Someone snoring softly while a cricket chirps loudly.,Crickets chirp as an animal is snoring in its sleep.,Someone is snoring while crickets are making constant noise in the background.,Someone is snoring continuously over the constant crickets in the background.,Crickets and insects are chirping as a person is loudly sleeping.
snore snoring night ambient crickets bugs white noise_cap_1.wav,Someone snoring softly while a cricket chirps loudly.,N/A,N/A,N/A,N/A
snore snoring night ambient crickets bugs white noise_cap_2.wav,N/A,Crickets chirp as an animal is snoring in its sleep.,N/A,N/A,N/A
snore snoring night ambient crickets bugs white noise_cap_3.wav,N/A,N/A,Someone is snoring while crickets are making constant noise in the background.,N/A,N/A
snore snoring night ambient crickets bugs white noise_cap_4.wav,N/A,N/A,N/A,Someone is snoring continuously over the constant crickets in the background.,N/A
snore snoring night ambient crickets bugs white noise_cap_5.wav,N/A,N/A,N/A,N/A,Crickets and insects are chirping as a person is loudly sleeping.
EXT Suburban Birds &amp; Traffic 2.wav,Birds tweet to each other while the cars are driving by.,Many birds chirp and sing in communication with each other.,Birdsong in the background and some light rustling in the foreground.,A steady stream of traffic streams down the road while birds chirp in the background.,Outside the birds chirp while the wind blows.
EXT Suburban Birds &amp; Traffic 2_cap_1.wav,Birds tweet to each other while the cars are driving by.,N/A,N/A,N/A,N/A
EXT Suburban Birds &amp; Traffic 2_cap_2.wav,N/A,Many birds chirp and sing in communication with each other.,N/A,N/A,N/A
EXT Suburban Birds &amp; Traffic 2_cap_3.wav,N/A,N/A,Birdsong in the background and some light rustling in the foreground.,N/A,N/A
EXT Suburban Birds &amp; Traffic 2_cap_4.wav,N/A,N/A,N/A,A steady stream of traffic streams down the road while birds chirp in the background.,N/A
EXT Suburban Birds &amp; Traffic 2_cap_5.wav,N/A,N/A,N/A,N/A,Outside the birds chirp while the wind blows.
WATER_INTO_GLASS_CLOSE_01.wav,Many different items are filled slowly with liquid.,A number of glasses are filled up with a liquid.,A loud tinkling occurs followed by silence and the tinkling occurs again and stops several times,several different objects are slowly filled with liquid.,"Water is filled a glass, at that point it stops quickly and begins once more."
WATER_INTO_GLASS_CLOSE_01_cap_1.wav,Many different items are filled slowly with liquid.,N/A,N/A,N/A,N/A
WATER_INTO_GLASS_CLOSE_01_cap_2.wav,N/A,A number of glasses are filled up with a liquid.,N/A,N/A,N/A
WATER_INTO_GLASS_CLOSE_01_cap_3.wav,N/A,N/A,A loud tinkling occurs followed by silence and the tinkling occurs again and stops several times,N/A,N/A
WATER_INTO_GLASS_CLOSE_01_cap_4.wav,N/A,N/A,N/A,several different objects are slowly filled with liquid.,N/A
WATER_INTO_GLASS_CLOSE_01_cap_5.wav,N/A,N/A,N/A,N/A,"Water is filled a glass, at that point it stops quickly and begins once more."
&quot;BCat Bites a Bit&quot; .wav,The man is repeating words over and over with a clear voice.,A person with a clear voice is repeating some words over and over,A woman is repeating what she says at normal volume.,Somebody speaks out loud and  endlessly repeats themselves.,A young person repeats his words while trying to read.
&quot;BCat Bites a Bit&quot; _cap_1.wav,The man is repeating words over and over with a clear voice.,N/A,N/A,N/A,N/A
&quot;BCat Bites a Bit&quot; _cap_2.wav,N/A,A person with a clear voice is repeating some words over and over,N/A,N/A,N/A
&quot;BCat Bites a Bit&quot; _cap_3.wav,N/A,N/A,A woman is repeating what she says at normal volume.,N/A,N/A
&quot;BCat Bites a Bit&quot; _cap_4.wav,N/A,N/A,N/A,Somebody speaks out loud and  endlessly repeats themselves.,N/A
&quot;BCat Bites a Bit&quot; _cap_5.wav,N/A,N/A,N/A,N/A,A young person repeats his words while trying to read.
final_version.wav,Waves lap before a boat horn honks then the footsteps of a person crunch prior to a church bell dinging.,"Waves lap, a boat horn honks, and footsteps crunch adjacent before a church bell dings.","Metal is hitting metal, and a horn is blaring and a bell  is dinging.",A splash and then a musical tone sounds before the splash continues during footsteps before a bell.,Church bells clang nonstop as cars drive past
final_version_cap_1.wav,Waves lap before a boat horn honks then the footsteps of a person crunch prior to a church bell dinging.,N/A,N/A,N/A,N/A
final_version_cap_2.wav,N/A,"Waves lap, a boat horn honks, and footsteps crunch adjacent before a church bell dings.",N/A,N/A,N/A
final_version_cap_3.wav,N/A,N/A,"Metal is hitting metal, and a horn is blaring and a bell  is dinging.",N/A,N/A
final_version_cap_4.wav,N/A,N/A,N/A,A splash and then a musical tone sounds before the splash continues during footsteps before a bell.,N/A
final_version_cap_5.wav,N/A,N/A,N/A,N/A,Church bells clang nonstop as cars drive past
wall clock chiming and ticking.wav,A clock ticks and sounds out nine chimes.,"Loudly, nearby, a large old grandfather clock chimes.",A clock chimes nine times while continuing to tick.,The dings of a clock continue to ring over and over.,"A clock is chiming, and gears are spinning with a light metallic clicking."
wall clock chiming and ticking_cap_1.wav,A clock ticks and sounds out nine chimes.,N/A,N/A,N/A,N/A
wall clock chiming and ticking_cap_2.wav,N/A,"Loudly, nearby, a large old grandfather clock chimes.",N/A,N/A,N/A
wall clock chiming and ticking_cap_3.wav,N/A,N/A,A clock chimes nine times while continuing to tick.,N/A,N/A
wall clock chiming and ticking_cap_4.wav,N/A,N/A,N/A,The dings of a clock continue to ring over and over.,N/A
wall clock chiming and ticking_cap_5.wav,N/A,N/A,N/A,N/A,"A clock is chiming, and gears are spinning with a light metallic clicking."
nxSample026.wav,A hinge squeaks continuously as it is being manipulated.,"Over and over, a creaky door opens and shuts.",A door creaks as it is opened and closed repeatedly.,A creaky door is opened and shut over and over again.,A loud creaking sound repeats over and over while a door swings open and closed.
nxSample026_cap_1.wav,A hinge squeaks continuously as it is being manipulated.,N/A,N/A,N/A,N/A
nxSample026_cap_2.wav,N/A,"Over and over, a creaky door opens and shuts.",N/A,N/A,N/A
nxSample026_cap_3.wav,N/A,N/A,A door creaks as it is opened and closed repeatedly.,N/A,N/A
nxSample026_cap_4.wav,N/A,N/A,N/A,A creaky door is opened and shut over and over again.,N/A
nxSample026_cap_5.wav,N/A,N/A,N/A,N/A,A loud creaking sound repeats over and over while a door swings open and closed.
Australian Magpie.wav,Frogs are croaking and animals make their sounds outside.,A bird loudly screeches and calls while other birds chirp in the background.,A variety of animals noisily call out to each other,A crowing and an oinking occur and get louder as time goes by,With other birds chirping in the background another bird loudly screeches and calls.
Australian Magpie_cap_1.wav,Frogs are croaking and animals make their sounds outside.,N/A,N/A,N/A,N/A
Australian Magpie_cap_2.wav,N/A,A bird loudly screeches and calls while other birds chirp in the background.,N/A,N/A,N/A
Australian Magpie_cap_3.wav,N/A,N/A,A variety of animals noisily call out to each other,N/A,N/A
Australian Magpie_cap_4.wav,N/A,N/A,N/A,A crowing and an oinking occur and get louder as time goes by,N/A
Australian Magpie_cap_5.wav,N/A,N/A,N/A,N/A,With other birds chirping in the background another bird loudly screeches and calls.
Car_Stop_Breaks_Screech_Engine-Rev_by-monnie101.mp4.wav,Car brakes squeal loudly as they rev up and move around several times.,Repeating the process several times a car slides its tires then stops before repeating.,"The tires of a vehicle screech, a child cackles, and the vehicle speeds around screeching its tires.",As a car revs up and drifts several times car brakes squeal loudly.,The engine roars and tires screech as if racing around a track.
Car_Stop_Breaks_Screech_Engine-Rev_by-monnie101.mp4_cap_1.wav,Car brakes squeal loudly as they rev up and move around several times.,N/A,N/A,N/A,N/A
Car_Stop_Breaks_Screech_Engine-Rev_by-monnie101.mp4_cap_2.wav,N/A,Repeating the process several times a car slides its tires then stops before repeating.,N/A,N/A,N/A
Car_Stop_Breaks_Screech_Engine-Rev_by-monnie101.mp4_cap_3.wav,N/A,N/A,"The tires of a vehicle screech, a child cackles, and the vehicle speeds around screeching its tires.",N/A,N/A
Car_Stop_Breaks_Screech_Engine-Rev_by-monnie101.mp4_cap_4.wav,N/A,N/A,N/A,As a car revs up and drifts several times car brakes squeal loudly.,N/A
Car_Stop_Breaks_Screech_Engine-Rev_by-monnie101.mp4_cap_5.wav,N/A,N/A,N/A,N/A,The engine roars and tires screech as if racing around a track.
hungry_people.wav,Bells clang throughout while several people are speaking intermittently,"A cowbell with faint voices in the background, something is dropped on the floor at the end.",Some high sounding traditional musical instruments are being played,Some high sounding traditional musical instruments are being played at the same time,"A cowbell with faint voices in the background, before something is dropped on the floor at the end."
hungry_people_cap_1.wav,Bells clang throughout while several people are speaking intermittently,N/A,N/A,N/A,N/A
hungry_people_cap_2.wav,N/A,"A cowbell with faint voices in the background, something is dropped on the floor at the end.",N/A,N/A,N/A
hungry_people_cap_3.wav,N/A,N/A,Some high sounding traditional musical instruments are being played,N/A,N/A
hungry_people_cap_4.wav,N/A,N/A,N/A,Some high sounding traditional musical instruments are being played at the same time,N/A
hungry_people_cap_5.wav,N/A,N/A,N/A,N/A,"A cowbell with faint voices in the background, before something is dropped on the floor at the end."
barca BikeWheelClose.wav,A person fiddles around with some items as a motorcycle drives off in the background.,an engine revs then idles while things bang and ring in the background.,"Chimes ring several times, a fan motor revs and fades out, blades rattle, and a woman speaks in the background.","In a background of human voices, a bell ringing bicycle hits an empty can and is passed by a moped.",Someone is tinkering with objects as a motorcycle passes in the distance
barca BikeWheelClose_cap_1.wav,A person fiddles around with some items as a motorcycle drives off in the background.,N/A,N/A,N/A,N/A
barca BikeWheelClose_cap_2.wav,N/A,an engine revs then idles while things bang and ring in the background.,N/A,N/A,N/A
barca BikeWheelClose_cap_3.wav,N/A,N/A,"Chimes ring several times, a fan motor revs and fades out, blades rattle, and a woman speaks in the background.",N/A,N/A
barca BikeWheelClose_cap_4.wav,N/A,N/A,N/A,"In a background of human voices, a bell ringing bicycle hits an empty can and is passed by a moped.",N/A
barca BikeWheelClose_cap_5.wav,N/A,N/A,N/A,N/A,Someone is tinkering with objects as a motorcycle passes in the distance
Oxygen.wav,The wind is blowing very slowly and becomes louder in every few seconds.,"A windy whooshing that was almost natural, but still somewhat artificial and repetitive",Every second the slow  blowing wind gets louder.,A low humming occurs and gets louder before getting quieter,A heavy wind swirls and howls while sirens make intermittent noise.
Oxygen_cap_1.wav,The wind is blowing very slowly and becomes louder in every few seconds.,N/A,N/A,N/A,N/A
Oxygen_cap_2.wav,N/A,"A windy whooshing that was almost natural, but still somewhat artificial and repetitive",N/A,N/A,N/A
Oxygen_cap_3.wav,N/A,N/A,Every second the slow  blowing wind gets louder.,N/A,N/A
Oxygen_cap_4.wav,N/A,N/A,N/A,A low humming occurs and gets louder before getting quieter,N/A
Oxygen_cap_5.wav,N/A,N/A,N/A,N/A,A heavy wind swirls and howls while sirens make intermittent noise.
Party noise maker _ soundstack.wav,A person honks a party blower every few seconds.,A bunch of buzzing instruments are being utilized at a location.,A party horn was blown over and over for various lengths of time.,A child plays with a toy which makes funny sounds,A party blower screeches about a dozen times at the party.
Party noise maker _ soundstack_cap_1.wav,A person honks a party blower every few seconds.,N/A,N/A,N/A,N/A
Party noise maker _ soundstack_cap_2.wav,N/A,A bunch of buzzing instruments are being utilized at a location.,N/A,N/A,N/A
Party noise maker _ soundstack_cap_3.wav,N/A,N/A,A party horn was blown over and over for various lengths of time.,N/A,N/A
Party noise maker _ soundstack_cap_4.wav,N/A,N/A,N/A,A child plays with a toy which makes funny sounds,N/A
Party noise maker _ soundstack_cap_5.wav,N/A,N/A,N/A,N/A,A party blower screeches about a dozen times at the party.
walking down the hall MIT mike close to pants.wav,someone walks on a hard surface at a steady pace,Someone is walking on a hard surface at a steady pace,a person walking on a wooden floor as time goes on,A person walks across a wooden floor and continues walking.,"Knocking at a steady beat, while short groans are accompanying most beats."
walking down the hall MIT mike close to pants_cap_1.wav,someone walks on a hard surface at a steady pace,N/A,N/A,N/A,N/A
walking down the hall MIT mike close to pants_cap_2.wav,N/A,Someone is walking on a hard surface at a steady pace,N/A,N/A,N/A
walking down the hall MIT mike close to pants_cap_3.wav,N/A,N/A,a person walking on a wooden floor as time goes on,N/A,N/A
walking down the hall MIT mike close to pants_cap_4.wav,N/A,N/A,N/A,A person walks across a wooden floor and continues walking.,N/A
walking down the hall MIT mike close to pants_cap_5.wav,N/A,N/A,N/A,N/A,"Knocking at a steady beat, while short groans are accompanying most beats."
CONSTRUCTION WORK.wav,"A low humming occurs, then gets louder before getting quieter",An internal combustion engine whirs continuously during operation,A large engine roars while it alternates between growing louder and slightly quieter.,"A machine runs, gets louder,then quiets down, and repeats the process.",A tractor is driving close and passing by.
CONSTRUCTION WORK_cap_1.wav,"A low humming occurs, then gets louder before getting quieter",N/A,N/A,N/A,N/A
CONSTRUCTION WORK_cap_2.wav,N/A,An internal combustion engine whirs continuously during operation,N/A,N/A,N/A
CONSTRUCTION WORK_cap_3.wav,N/A,N/A,A large engine roars while it alternates between growing louder and slightly quieter.,N/A,N/A
CONSTRUCTION WORK_cap_4.wav,N/A,N/A,N/A,"A machine runs, gets louder,then quiets down, and repeats the process.",N/A
CONSTRUCTION WORK_cap_5.wav,N/A,N/A,N/A,N/A,A tractor is driving close and passing by.
20160305_01.glacier.talk.wav,Somebody is speaking on a television in the background,Waves crash and a woman talks quietly in the background as someone speaks over a loudspeaker.,A man engages people in a conversation while some listen and others answer,Somebody is talking on a television in the background,a man talks while several other people talk in the background
20160305_01.glacier.talk_cap_1.wav,Somebody is speaking on a television in the background,N/A,N/A,N/A,N/A
20160305_01.glacier.talk_cap_2.wav,N/A,Waves crash and a woman talks quietly in the background as someone speaks over a loudspeaker.,N/A,N/A,N/A
20160305_01.glacier.talk_cap_3.wav,N/A,N/A,A man engages people in a conversation while some listen and others answer,N/A,N/A
20160305_01.glacier.talk_cap_4.wav,N/A,N/A,N/A,Somebody is talking on a television in the background,N/A
20160305_01.glacier.talk_cap_5.wav,N/A,N/A,N/A,N/A,a man talks while several other people talk in the background
Boiling_Water.wav,Concrete is getting mixed in the roller made for mixing.,A stream of liquid is flowing continuously from the source of an opening.,"In the mixing roller, concrete is getting mixed.",Water is splashing on a rough surface continuously.,Water is splattering on a rough surface continuously.
Boiling_Water_cap_1.wav,Concrete is getting mixed in the roller made for mixing.,N/A,N/A,N/A,N/A
Boiling_Water_cap_2.wav,N/A,A stream of liquid is flowing continuously from the source of an opening.,N/A,N/A,N/A
Boiling_Water_cap_3.wav,N/A,N/A,"In the mixing roller, concrete is getting mixed.",N/A,N/A
Boiling_Water_cap_4.wav,N/A,N/A,N/A,Water is splashing on a rough surface continuously.,N/A
Boiling_Water_cap_5.wav,N/A,N/A,N/A,N/A,Water is splattering on a rough surface continuously.
